"date_value","dispoType","Homicide","Rape","Robbery/Gun","Robbery/Other","Aggravated Assault/Gun","Aggravated Assault/Other","Other Assaults","Sexual Assault and Other Sex Offenses","Burglary/Residential","Burglary/Commercial","Theft of Motor Vehicle Tag","Theft from Person","Theft from Auto","Retail Theft","Theft","Auto Theft","Fraud/Theft of Services","Embezzlement","Drug Possession","Drug Sales","DUI","Possession of Firearms","Prostitution/Sex Work","Patronizing Prostitutes","Threats of Violence","Uncategorized Offenses"
2016-10-21,"Dismissed/Withdrawn/Etc",0,0,3,4,2,8,4,0,2,2,1,0,1,8,3,4,1,0,3,8,4,3,0,0,1,3
2016-10-21,"Diversion",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1
2016-10-21,"Guilty",0,1,0,0,1,4,1,2,2,0,0,0,0,0,0,1,0,0,7,5,2,2,2,0,0,1
2016-10-21,"Guilty Plea/Nolo",0,0,1,2,1,5,2,0,0,0,0,0,1,1,0,0,1,0,5,4,6,3,2,0,1,6
2016-10-21,"Not Guilty/Acquittal",0,0,0,1,3,1,2,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,3
2016-10-21,"Total",0,1,4,7,7,19,9,3,4,2,1,0,2,9,3,6,3,0,18,18,14,9,4,0,2,14
2016-10-22,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-22,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0
2016-10-22,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-22,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-22,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-22,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0
2016-10-23,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-23,"Diversion",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,2
2016-10-23,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-23,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-23,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-23,"Total",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,2
2016-10-24,"Dismissed/Withdrawn/Etc",0,0,0,1,1,9,6,0,0,0,0,0,0,7,1,1,1,0,4,5,3,2,0,0,1,6
2016-10-24,"Diversion",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,2
2016-10-24,"Guilty",0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,2,1,2,0,2,0,0,1
2016-10-24,"Guilty Plea/Nolo",2,0,5,1,5,1,3,0,2,1,0,0,1,6,3,2,3,1,11,15,13,5,1,0,1,3
2016-10-24,"Not Guilty/Acquittal",0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
2016-10-24,"Total",2,0,5,2,7,11,14,0,2,1,0,0,1,17,7,3,6,2,19,22,19,7,3,1,2,12
2016-10-25,"Dismissed/Withdrawn/Etc",0,0,1,3,0,6,8,1,2,0,0,0,0,2,2,2,2,0,3,5,1,1,0,0,0,14
2016-10-25,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,7,0,0,0,5,0,0,0
2016-10-25,"Guilty",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,3
2016-10-25,"Guilty Plea/Nolo",1,2,3,2,1,5,3,1,7,4,0,0,0,1,2,0,0,1,6,12,2,5,1,0,2,4
2016-10-25,"Not Guilty/Acquittal",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-10-25,"Total",1,2,4,5,1,14,11,2,9,4,0,0,0,5,7,2,2,1,17,22,4,7,6,0,2,21
2016-10-26,"Dismissed/Withdrawn/Etc",0,0,0,1,3,4,4,0,0,0,0,1,0,3,0,1,0,0,8,17,4,0,1,0,0,10
2016-10-26,"Diversion",0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,1,0,0,9,2,0,0,2,2,0,3
2016-10-26,"Guilty",0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,6,3,3,1,4,0,0,4
2016-10-26,"Guilty Plea/Nolo",0,0,3,3,1,4,3,0,2,1,0,0,0,7,0,49,4,0,7,17,6,2,0,0,0,7
2016-10-26,"Not Guilty/Acquittal",0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4
2016-10-26,"Total",0,0,3,5,5,13,11,0,2,2,0,1,0,11,2,52,4,0,30,41,14,3,7,2,0,28
2016-10-27,"Dismissed/Withdrawn/Etc",0,0,0,5,1,9,15,0,2,0,0,0,0,1,3,2,0,0,2,2,3,0,0,0,1,9
2016-10-27,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,2,6,2,0,0,0,0,3
2016-10-27,"Guilty",0,0,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,1,0,0,0,0,3
2016-10-27,"Guilty Plea/Nolo",2,0,2,2,1,1,3,1,0,3,0,0,0,4,1,1,0,0,2,18,3,0,0,0,0,7
2016-10-27,"Not Guilty/Acquittal",0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2016-10-27,"Total",2,0,2,8,6,13,20,2,2,3,0,0,0,12,4,3,1,2,9,32,9,0,0,0,1,22
2016-10-28,"Dismissed/Withdrawn/Etc",0,1,0,2,0,4,13,0,0,0,0,0,0,5,2,0,1,0,3,8,4,2,0,0,0,4
2016-10-28,"Diversion",0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,7,0,7,0,0,0,0,6
2016-10-28,"Guilty",0,2,0,1,0,2,1,0,0,0,0,0,3,2,0,6,0,0,6,2,5,0,4,0,0,2
2016-10-28,"Guilty Plea/Nolo",0,0,0,0,1,4,3,0,1,0,0,0,1,4,1,1,0,0,3,5,7,2,0,0,0,5
2016-10-28,"Not Guilty/Acquittal",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2
2016-10-28,"Total",0,3,1,4,1,11,18,0,1,0,0,0,4,14,4,7,1,0,19,19,25,4,4,0,0,19
2016-10-29,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-29,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,8,3,1,0,0,0,22
2016-10-29,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-29,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-29,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-29,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,8,3,1,0,0,0,22
2016-10-31,"Dismissed/Withdrawn/Etc",0,1,1,2,0,14,9,0,2,1,0,0,2,6,1,1,1,0,7,1,2,3,0,0,0,6
2016-10-31,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,2,0,0,0,1,0,1
2016-10-31,"Guilty",0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,3,0,0,2,2,1,0,0,0,0,3
2016-10-31,"Guilty Plea/Nolo",2,0,2,3,6,3,3,1,4,0,0,0,1,3,0,2,1,0,3,12,12,4,0,0,0,2
2016-10-31,"Not Guilty/Acquittal",0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2016-10-31,"Total",2,1,5,6,9,21,12,1,6,1,0,1,3,12,2,7,2,0,14,17,15,8,0,1,0,13
2016-11-01,"Dismissed/Withdrawn/Etc",0,1,0,0,2,1,5,1,0,0,0,0,0,7,1,0,1,0,3,2,5,1,0,0,0,9
2016-11-01,"Diversion",0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,1,0,4,0,0,0,0,0,0,2
2016-11-01,"Guilty",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,7,5,2,0,0,0,1,3
2016-11-01,"Guilty Plea/Nolo",1,0,0,2,3,4,0,0,0,1,0,0,1,0,0,1,0,0,1,4,0,2,0,0,2,9
2016-11-01,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1
2016-11-01,"Total",1,1,0,3,5,6,8,2,0,1,0,0,1,9,2,3,2,0,15,12,10,3,0,0,3,24
2016-11-02,"Dismissed/Withdrawn/Etc",0,0,0,2,2,10,8,0,1,0,0,0,0,4,2,0,0,0,8,4,2,4,0,0,1,10
2016-11-02,"Diversion",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,7,1,0,0,0,0,0,3
2016-11-02,"Guilty",0,0,0,0,0,2,0,0,1,0,0,0,0,5,0,0,0,0,0,5,2,0,2,0,0,0
2016-11-02,"Guilty Plea/Nolo",0,0,2,0,0,1,1,0,0,0,0,0,2,2,2,3,0,0,3,12,7,0,0,0,0,9
2016-11-02,"Not Guilty/Acquittal",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2016-11-02,"Total",0,0,2,2,2,13,12,0,2,0,0,0,2,12,4,4,0,1,18,22,12,4,2,0,1,23
2016-11-03,"Dismissed/Withdrawn/Etc",0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,6
2016-11-03,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2016-11-03,"Guilty",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-11-03,"Guilty Plea/Nolo",0,0,0,2,1,2,3,0,1,0,0,0,0,2,0,0,0,0,1,5,1,2,0,0,0,4
2016-11-03,"Not Guilty/Acquittal",1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016-11-03,"Total",1,0,0,8,3,5,6,0,1,0,0,0,0,2,0,1,1,0,3,7,2,4,0,0,0,11
2016-11-04,"Dismissed/Withdrawn/Etc",0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,7
2016-11-04,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0
2016-11-04,"Guilty",0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2016-11-04,"Guilty Plea/Nolo",0,0,0,0,0,2,0,0,0,0,0,0,1,3,2,0,1,0,1,7,3,0,0,0,0,1
2016-11-04,"Not Guilty/Acquittal",0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2016-11-04,"Total",0,0,7,1,1,10,6,0,0,0,0,0,1,3,2,0,2,0,3,11,11,3,0,0,0,11
2016-11-05,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-05,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-11-05,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-05,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-05,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-05,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-11-06,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-06,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2
2016-11-06,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-06,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-06,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-06,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2
2016-11-07,"Dismissed/Withdrawn/Etc",0,0,0,2,4,7,9,0,0,0,0,0,3,1,2,2,0,0,4,8,4,1,0,0,0,4
2016-11-07,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0
2016-11-07,"Guilty",1,0,5,2,2,3,1,0,0,0,0,0,0,0,1,0,0,1,4,3,1,0,3,0,1,1
2016-11-07,"Guilty Plea/Nolo",1,2,1,0,3,5,1,0,4,1,0,0,0,2,1,2,0,1,5,5,7,1,2,0,0,3
2016-11-07,"Not Guilty/Acquittal",0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2016-11-07,"Total",2,2,6,5,9,18,11,0,4,1,0,0,3,4,4,4,0,2,15,21,14,2,5,0,1,8
2016-11-08,"Dismissed/Withdrawn/Etc",0,0,4,3,2,5,8,0,4,2,0,0,1,1,5,3,5,0,1,4,2,0,0,1,0,10
2016-11-08,"Diversion",0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,2,0,0,1
2016-11-08,"Guilty",0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,10,4,0,0,1,0,0,0
2016-11-08,"Guilty Plea/Nolo",2,0,2,2,2,0,0,0,2,0,0,0,0,5,2,1,2,0,0,11,5,3,2,0,0,7
2016-11-08,"Not Guilty/Acquittal",0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1
2016-11-08,"Total",2,1,6,7,4,7,10,0,6,2,0,1,1,10,7,4,7,1,12,22,8,3,5,1,0,19
2016-11-09,"Dismissed/Withdrawn/Etc",0,0,0,4,0,6,4,0,1,1,0,0,0,3,2,6,0,1,5,1,3,2,0,0,0,9
2016-11-09,"Diversion",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,1,7,3,1,0,0,0,0,2
2016-11-09,"Guilty",0,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,7,3,2,2,3,1,0,3
2016-11-09,"Guilty Plea/Nolo",0,0,0,2,1,1,3,0,2,0,0,0,1,5,1,2,3,0,3,18,8,1,0,0,0,7
2016-11-09,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
2016-11-09,"Total",0,1,2,6,1,9,8,0,3,1,0,0,1,10,4,9,7,2,23,25,15,5,3,1,0,22
2016-11-10,"Dismissed/Withdrawn/Etc",0,0,6,2,2,1,6,0,1,0,0,0,0,6,4,2,2,0,6,5,2,1,0,0,0,9
2016-11-10,"Diversion",0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,5,1,2,0,1,0,1,5
2016-11-10,"Guilty",0,1,0,2,14,0,0,1,0,0,0,0,0,6,0,0,0,0,5,1,0,0,1,0,0,1
2016-11-10,"Guilty Plea/Nolo",2,0,0,1,0,0,3,3,1,3,0,0,0,4,2,1,0,0,6,15,5,3,1,0,1,3
2016-11-10,"Not Guilty/Acquittal",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
2016-11-10,"Total",2,1,6,5,16,1,13,4,2,3,0,0,0,18,6,3,2,0,22,22,11,5,3,0,2,19
2016-11-13,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-13,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2016-11-13,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-13,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-13,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-13,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2016-11-14,"Dismissed/Withdrawn/Etc",0,0,1,2,2,6,9,0,0,0,0,0,1,4,2,2,0,1,5,3,4,2,1,0,1,5
2016-11-14,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,2
2016-11-14,"Guilty",0,2,0,1,0,0,2,1,1,0,0,0,0,4,1,0,1,0,8,3,4,1,3,0,0,4
2016-11-14,"Guilty Plea/Nolo",1,1,4,1,0,3,2,1,0,1,0,0,1,3,3,1,0,0,7,16,11,5,0,0,3,4
2016-11-14,"Not Guilty/Acquittal",0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1
2016-11-14,"Total",1,4,5,4,2,11,14,2,1,1,0,0,2,12,6,3,2,1,25,23,21,8,4,0,4,16
2016-11-15,"Dismissed/Withdrawn/Etc",0,0,0,0,6,3,3,0,0,0,0,0,1,3,1,0,0,0,3,8,1,0,0,0,0,9
2016-11-15,"Diversion",0,0,0,0,0,1,5,0,0,0,0,0,0,10,1,0,2,1,6,1,0,0,2,1,0,3
2016-11-15,"Guilty",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,1,0,2
2016-11-15,"Guilty Plea/Nolo",0,0,0,1,0,5,1,2,2,0,0,0,3,2,1,2,0,0,8,15,4,3,0,0,1,9
2016-11-15,"Not Guilty/Acquittal",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
2016-11-15,"Total",2,1,0,1,6,9,9,2,2,0,0,0,4,15,3,2,2,1,19,31,10,4,2,2,1,23
2016-11-16,"Dismissed/Withdrawn/Etc",0,0,2,3,2,2,5,0,0,0,0,0,1,1,1,0,1,0,4,6,1,3,1,0,0,4
2016-11-16,"Diversion",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,5,1,0,1,0,0,0,4
2016-11-16,"Guilty",1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,1,5,0,0,0,0,4
2016-11-16,"Guilty Plea/Nolo",1,0,5,3,4,1,3,0,7,1,0,1,0,5,0,4,2,1,9,10,8,9,1,1,2,11
2016-11-16,"Not Guilty/Acquittal",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1
2016-11-16,"Total",2,1,7,6,7,5,10,0,7,3,0,1,1,7,1,4,4,1,21,19,16,14,2,1,2,24
2016-11-17,"Dismissed/Withdrawn/Etc",0,1,0,4,5,9,16,0,1,0,0,0,1,3,0,2,2,1,3,6,2,0,0,0,2,14
2016-11-17,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0,0,0,0,0,1
2016-11-17,"Guilty",0,0,4,2,3,1,5,0,0,0,0,0,0,2,0,0,0,0,4,1,1,1,4,0,0,2
2016-11-17,"Guilty Plea/Nolo",0,0,0,0,4,5,2,1,0,1,0,0,0,5,1,0,0,0,2,19,4,3,4,0,0,3
2016-11-17,"Not Guilty/Acquittal",0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
2016-11-17,"Total",0,1,4,6,12,18,25,1,1,1,0,0,2,10,1,2,2,1,14,30,9,4,8,0,2,21
2016-11-18,"Dismissed/Withdrawn/Etc",0,0,1,6,2,10,12,0,2,0,0,0,0,5,1,1,0,0,3,6,2,3,0,0,0,13
2016-11-18,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,4,4,14,0,0,0,0,6
2016-11-18,"Guilty",1,0,0,1,1,2,3,0,0,0,0,0,4,3,3,0,0,0,9,5,4,1,1,1,0,3
2016-11-18,"Guilty Plea/Nolo",0,0,0,2,1,1,2,1,1,0,0,0,1,2,0,0,1,0,6,10,4,2,0,0,1,4
2016-11-18,"Not Guilty/Acquittal",0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3
2016-11-18,"Total",1,0,1,9,4,15,22,1,3,0,0,0,6,13,5,2,1,0,22,27,26,6,1,1,1,29
2016-11-19,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-19,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,10
2016-11-19,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-19,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-19,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-19,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,10
2016-11-20,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-20,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3
2016-11-20,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-20,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-20,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-20,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3
2016-11-21,"Dismissed/Withdrawn/Etc",0,0,2,0,3,2,15,0,1,10,0,0,0,10,2,3,2,0,2,3,2,3,0,0,0,11
2016-11-21,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,4,5,0,0,1,1,0,1
2016-11-21,"Guilty",0,0,0,0,0,3,1,0,1,0,0,0,0,5,0,0,0,0,6,6,1,2,0,0,0,2
2016-11-21,"Guilty Plea/Nolo",0,0,5,1,1,4,0,0,3,1,0,2,0,3,0,1,4,0,1,14,5,2,0,0,0,2
2016-11-21,"Not Guilty/Acquittal",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,1
2016-11-21,"Total",0,0,7,1,4,9,17,0,5,11,0,2,2,23,3,5,6,0,15,28,11,9,1,1,0,17
2016-11-22,"Dismissed/Withdrawn/Etc",0,0,0,3,2,3,5,1,2,0,0,0,0,6,0,3,1,0,4,8,1,2,0,0,1,6
2016-11-22,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,1,0,0,7,7,0,2
2016-11-22,"Guilty",1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,6,1,0,1,2,0,0,6
2016-11-22,"Guilty Plea/Nolo",0,1,0,1,1,4,0,1,3,0,0,0,1,1,0,2,0,0,4,15,6,3,1,0,0,4
2016-11-22,"Not Guilty/Acquittal",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2
2016-11-22,"Total",1,1,0,4,3,8,7,2,5,0,0,0,3,12,4,5,1,0,14,26,8,6,10,7,1,20
2016-11-23,"Dismissed/Withdrawn/Etc",0,0,0,3,1,3,0,0,3,0,0,0,0,4,0,0,1,0,3,3,4,1,0,0,1,5
2016-11-23,"Diversion",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,4,0,0,10,2,0,0,0,0,1,0
2016-11-23,"Guilty",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,7,4,1,0,1,0,0,2
2016-11-23,"Guilty Plea/Nolo",2,0,3,1,0,3,1,0,2,0,0,0,0,2,2,1,0,0,2,8,2,3,3,0,0,6
2016-11-23,"Not Guilty/Acquittal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-23,"Total",2,0,3,4,1,8,3,0,6,1,0,0,0,7,2,5,1,0,22,17,7,4,4,0,2,13
2016-11-25,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-25,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4
2016-11-25,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-25,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-25,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-25,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4
2016-11-27,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-27,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
2016-11-27,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-27,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-27,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-27,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
