"date_value","dispoType","Retail Theft","Theft","Fraud/Theft of Services","Vandalism","Alcohol Possession by Minor","Public Drunkenness","Trespass","Disorderly Conduct","Minor Violations (Open Container, Public Urination, Smoking Violation)","Uncategorized Offenses"
2017-02-07,"Total",7,0,7,0,0,1,2,4,0,13
2017-02-08,"Dismissed/Withdrawn/Etc",1,0,4,1,0,0,3,1,0,5
2017-02-08,"Diversion",0,0,1,0,0,0,0,0,0,0
2017-02-08,"Guilty",0,0,9,0,0,0,3,2,1,10
2017-02-08,"Guilty Plea/Nolo",0,0,1,0,0,0,0,0,0,0
2017-02-08,"Not Guilty/Acquittal",0,0,7,0,0,0,1,2,2,6
2017-02-08,"Total",1,0,22,1,0,0,7,5,3,21
2017-02-10,"Dismissed/Withdrawn/Etc",3,0,4,0,0,0,0,2,0,8
2017-02-10,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-02-10,"Guilty",0,0,6,0,0,2,3,0,0,5
2017-02-10,"Guilty Plea/Nolo",0,0,0,1,0,0,0,0,0,1
2017-02-10,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-02-10,"Total",3,0,10,1,0,2,3,2,0,14
2017-02-15,"Dismissed/Withdrawn/Etc",7,0,1,0,0,0,1,1,2,7
2017-02-15,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-02-15,"Guilty",0,0,10,0,0,0,6,2,1,8
2017-02-15,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,1
2017-02-15,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-02-15,"Total",7,0,11,0,0,0,7,3,3,16
2017-02-16,"Dismissed/Withdrawn/Etc",0,0,0,1,0,0,0,1,0,4
2017-02-16,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-02-16,"Guilty",0,0,0,0,0,0,0,0,0,0
2017-02-16,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2017-02-16,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-02-16,"Total",0,0,0,1,0,0,0,1,0,4
2017-02-17,"Dismissed/Withdrawn/Etc",0,0,1,0,0,0,0,0,0,0
2017-02-17,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-02-17,"Guilty",0,0,0,0,0,0,0,0,0,0
2017-02-17,"Guilty Plea/Nolo",1,0,0,0,0,0,2,0,2,0
2017-02-17,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-02-17,"Total",1,0,1,0,0,0,2,0,2,0
2017-02-21,"Dismissed/Withdrawn/Etc",4,0,0,0,0,1,1,0,0,4
2017-02-21,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-02-21,"Guilty",3,0,2,0,0,0,0,0,3,8
2017-02-21,"Guilty Plea/Nolo",3,0,0,1,0,0,0,0,0,0
2017-02-21,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-02-21,"Total",10,0,2,1,0,1,1,0,3,12
2017-02-22,"Dismissed/Withdrawn/Etc",8,0,4,0,0,0,0,0,0,16
2017-02-22,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-02-22,"Guilty",1,0,10,0,0,1,6,1,0,9
2017-02-22,"Guilty Plea/Nolo",0,0,1,0,0,0,1,0,0,3
2017-02-22,"Not Guilty/Acquittal",0,0,4,0,0,0,1,0,0,0
2017-02-22,"Total",9,0,19,0,0,1,8,1,0,28
2017-02-23,"Dismissed/Withdrawn/Etc",3,0,1,0,0,1,2,0,1,2
2017-02-23,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-02-23,"Guilty",0,0,5,0,0,0,2,1,6,4
2017-02-23,"Guilty Plea/Nolo",1,0,0,0,0,0,0,0,0,0
2017-02-23,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-02-23,"Total",4,0,6,0,0,1,4,1,7,6
2017-02-24,"Dismissed/Withdrawn/Etc",11,0,3,1,0,0,1,1,1,7
2017-02-24,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-02-24,"Guilty",1,0,0,0,0,0,2,0,1,5
2017-02-24,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2017-02-24,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-02-24,"Total",12,0,3,1,0,0,3,1,2,12
2017-02-25,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0
2017-02-25,"Diversion",30,1,18,6,3,0,14,12,6,19
2017-02-25,"Guilty",0,0,0,0,0,0,0,0,0,0
2017-02-25,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2017-02-25,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-02-25,"Total",30,1,18,6,3,0,14,12,6,19
2017-02-27,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,1,4
2017-02-27,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-02-27,"Guilty",0,0,8,0,0,0,1,3,0,6
2017-02-27,"Guilty Plea/Nolo",1,0,0,0,0,0,0,1,0,0
2017-02-27,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-02-27,"Total",1,0,8,0,0,0,1,4,1,10
2017-02-28,"Dismissed/Withdrawn/Etc",0,0,0,0,0,1,0,0,0,7
2017-02-28,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-02-28,"Guilty",0,0,8,0,0,0,12,1,0,18
2017-02-28,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2017-02-28,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-02-28,"Total",0,0,8,0,0,1,12,1,0,25
2017-03-01,"Dismissed/Withdrawn/Etc",2,0,2,0,0,0,0,0,0,4
2017-03-01,"Diversion",0,0,1,0,0,0,0,0,0,0
2017-03-01,"Guilty",1,0,4,0,0,0,5,0,3,12
2017-03-01,"Guilty Plea/Nolo",2,0,0,0,0,0,0,0,0,3
2017-03-01,"Not Guilty/Acquittal",0,0,4,0,0,0,0,1,0,14
2017-03-01,"Total",5,0,11,0,0,0,5,1,3,33
2017-03-02,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,1
2017-03-02,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-03-02,"Guilty",0,0,4,0,0,0,5,2,0,8
2017-03-02,"Guilty Plea/Nolo",3,0,0,0,0,0,0,0,0,1
2017-03-02,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-03-02,"Total",3,0,4,0,0,0,5,2,0,10
2017-03-03,"Dismissed/Withdrawn/Etc",4,0,0,0,0,0,0,2,1,7
2017-03-03,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-03-03,"Guilty",0,0,3,0,0,0,4,2,3,0
2017-03-03,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2017-03-03,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-03-03,"Total",4,0,3,0,0,0,4,4,4,7
2017-03-06,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,1
2017-03-06,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-03-06,"Guilty",0,0,0,0,0,0,0,0,0,0
2017-03-06,"Guilty Plea/Nolo",1,0,0,0,0,0,0,0,0,1
2017-03-06,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-03-06,"Total",1,0,0,0,0,0,0,0,0,2
2017-03-07,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,1
2017-03-07,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-03-07,"Guilty",0,0,0,0,0,0,0,0,0,0
2017-03-07,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2017-03-07,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-03-07,"Total",0,0,0,0,0,0,0,0,0,1
2017-03-08,"Dismissed/Withdrawn/Etc",3,0,4,1,0,0,0,2,0,1
2017-03-08,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-03-08,"Guilty",0,0,3,0,0,0,5,2,1,10
2017-03-08,"Guilty Plea/Nolo",0,0,1,0,0,0,0,0,0,1
2017-03-08,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-03-08,"Total",3,0,8,1,0,0,5,4,1,12
2017-03-09,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,1
2017-03-09,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-03-09,"Guilty",0,0,0,0,0,0,0,0,0,0
2017-03-09,"Guilty Plea/Nolo",0,0,0,0,0,1,0,0,0,0
2017-03-09,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-03-09,"Total",0,0,0,0,0,1,0,0,0,1
2017-03-10,"Dismissed/Withdrawn/Etc",3,0,1,0,0,0,1,0,0,3
2017-03-10,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-03-10,"Guilty",0,0,0,0,0,0,0,0,0,0
2017-03-10,"Guilty Plea/Nolo",1,0,0,0,0,0,0,0,0,0
2017-03-10,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-03-10,"Total",4,0,1,0,0,0,1,0,0,3
2017-03-13,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,1
2017-03-13,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-03-13,"Guilty",0,0,0,0,0,0,0,0,0,0
2017-03-13,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2017-03-13,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-03-13,"Total",0,0,0,0,0,0,0,0,0,1
2017-03-15,"Dismissed/Withdrawn/Etc",7,0,1,0,0,0,1,1,0,3
2017-03-15,"Diversion",0,0,1,0,0,0,0,0,0,0
2017-03-15,"Guilty",1,0,1,0,0,0,6,0,1,8
2017-03-15,"Guilty Plea/Nolo",0,0,1,0,0,0,0,0,0,0
2017-03-15,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,5
2017-03-15,"Total",8,0,4,0,0,0,7,1,1,16
2017-03-16,"Dismissed/Withdrawn/Etc",2,0,1,0,0,0,0,0,0,1
2017-03-16,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-03-16,"Guilty",0,0,1,1,0,1,1,1,0,10
2017-03-16,"Guilty Plea/Nolo",1,0,0,0,0,0,0,0,0,0
2017-03-16,"Not Guilty/Acquittal",0,0,0,0,0,0,6,0,1,6
2017-03-16,"Total",3,0,2,1,0,1,7,1,1,17
2017-03-17,"Dismissed/Withdrawn/Etc",1,0,0,0,0,0,0,0,0,5
2017-03-17,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-03-17,"Guilty",0,0,0,0,0,0,0,0,0,0
2017-03-17,"Guilty Plea/Nolo",0,0,1,0,0,0,0,0,0,0
2017-03-17,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-03-17,"Total",1,0,1,0,0,0,0,0,0,5
2017-03-20,"Dismissed/Withdrawn/Etc",3,0,0,3,0,0,1,1,0,7
2017-03-20,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-03-20,"Guilty",5,0,5,0,0,0,2,0,1,9
2017-03-20,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2017-03-20,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-03-20,"Total",8,0,5,3,0,0,3,1,1,16
2017-03-21,"Dismissed/Withdrawn/Etc",1,0,3,0,0,0,0,0,0,6
2017-03-21,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-03-21,"Guilty",0,0,7,0,0,0,6,1,3,7
2017-03-21,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2017-03-21,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-03-21,"Total",1,0,10,0,0,0,6,1,3,13
2017-03-22,"Dismissed/Withdrawn/Etc",3,0,1,0,0,1,0,0,0,7
2017-03-22,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-03-22,"Guilty",1,0,9,0,0,1,6,5,2,16
2017-03-22,"Guilty Plea/Nolo",0,0,2,0,0,0,0,0,0,1
2017-03-22,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,2
2017-03-22,"Total",4,0,12,0,0,2,6,5,2,26
2017-03-23,"Dismissed/Withdrawn/Etc",9,0,0,0,0,1,0,1,2,8
2017-03-23,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-03-23,"Guilty",2,0,10,0,0,0,3,4,1,13
2017-03-23,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2017-03-23,"Not Guilty/Acquittal",0,0,0,0,0,0,2,1,1,7
2017-03-23,"Total",11,0,10,0,0,1,5,6,4,28
2017-03-24,"Dismissed/Withdrawn/Etc",14,0,0,0,0,0,1,0,0,3
2017-03-24,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-03-24,"Guilty",1,0,8,0,0,0,2,0,3,24
2017-03-24,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,1
2017-03-24,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-03-24,"Total",15,0,8,0,0,0,3,0,3,28
2017-03-25,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0
2017-03-25,"Diversion",22,0,20,1,0,1,5,3,2,27
2017-03-25,"Guilty",0,0,0,0,0,0,0,0,0,0
2017-03-25,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2017-03-25,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-03-25,"Total",22,0,20,1,0,1,5,3,2,27
2017-03-27,"Dismissed/Withdrawn/Etc",8,0,1,0,0,0,0,0,0,5
2017-03-27,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-03-27,"Guilty",1,0,2,0,1,0,8,1,0,5
2017-03-27,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2017-03-27,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-03-27,"Total",9,0,3,0,1,0,8,1,0,10
2017-03-28,"Dismissed/Withdrawn/Etc",10,0,6,0,0,0,4,0,3,9
2017-03-28,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-03-28,"Guilty",0,0,4,0,0,1,3,3,0,3
2017-03-28,"Guilty Plea/Nolo",0,0,1,0,0,0,0,0,2,3
2017-03-28,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-03-28,"Total",10,0,11,0,0,1,7,3,5,15
2017-03-29,"Dismissed/Withdrawn/Etc",8,0,6,0,0,0,1,1,5,14
2017-03-29,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-03-29,"Guilty",0,0,1,0,0,0,2,0,0,2
2017-03-29,"Guilty Plea/Nolo",0,0,1,0,0,0,0,1,0,3
2017-03-29,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-03-29,"Total",8,0,8,0,0,0,3,2,5,19
2017-03-30,"Dismissed/Withdrawn/Etc",3,0,2,1,0,0,0,2,1,11
2017-03-30,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-03-30,"Guilty",0,0,5,1,0,1,10,1,0,8
2017-03-30,"Guilty Plea/Nolo",1,0,0,0,0,0,0,0,0,0
2017-03-30,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-03-30,"Total",4,0,7,2,0,1,10,3,1,19
2017-03-31,"Dismissed/Withdrawn/Etc",9,0,2,0,0,0,0,0,1,11
2017-03-31,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-03-31,"Guilty",2,0,3,0,1,0,2,0,0,1
2017-03-31,"Guilty Plea/Nolo",3,1,0,0,0,0,0,0,0,1
2017-03-31,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-03-31,"Total",14,1,5,0,1,0,2,0,1,13
2017-04-03,"Dismissed/Withdrawn/Etc",1,0,0,1,0,0,0,0,1,7
2017-04-03,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-04-03,"Guilty",1,0,3,0,0,1,5,2,1,7
2017-04-03,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,3
2017-04-03,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-04-03,"Total",2,0,3,1,0,1,5,2,2,17
2017-04-04,"Dismissed/Withdrawn/Etc",1,0,1,1,0,0,6,0,0,11
2017-04-04,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-04-04,"Guilty",0,0,8,0,0,0,2,0,1,5
2017-04-04,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,2
2017-04-04,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-04-04,"Total",1,0,9,1,0,0,8,0,1,18
2017-04-05,"Dismissed/Withdrawn/Etc",0,1,2,0,1,1,1,0,0,6
2017-04-05,"Diversion",0,0,2,0,0,0,0,0,0,0
2017-04-05,"Guilty",0,0,3,0,0,0,4,0,1,13
2017-04-05,"Guilty Plea/Nolo",1,0,0,0,0,0,0,0,0,1
2017-04-05,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,1
2017-04-05,"Total",1,1,7,0,1,1,5,0,1,21
2017-04-06,"Dismissed/Withdrawn/Etc",2,0,4,0,0,0,2,4,3,12
2017-04-06,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-04-06,"Guilty",0,0,10,0,0,0,1,1,1,7
2017-04-06,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2017-04-06,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-04-06,"Total",2,0,14,0,0,0,3,5,4,19
2017-04-07,"Dismissed/Withdrawn/Etc",4,0,0,0,0,0,2,0,0,3
2017-04-07,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-04-07,"Guilty",1,0,6,0,0,0,1,0,1,11
2017-04-07,"Guilty Plea/Nolo",2,0,0,0,0,0,0,0,0,0
2017-04-07,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-04-07,"Total",7,0,6,0,0,0,3,0,1,14
2017-04-10,"Dismissed/Withdrawn/Etc",1,0,0,0,0,0,0,0,0,3
2017-04-10,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-04-10,"Guilty",0,0,0,0,0,0,0,0,0,0
2017-04-10,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2017-04-10,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-04-10,"Total",1,0,0,0,0,0,0,0,0,3
2017-04-11,"Dismissed/Withdrawn/Etc",2,0,0,0,0,0,0,1,0,1
2017-04-11,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-04-11,"Guilty",0,0,0,0,0,0,0,0,0,0
2017-04-11,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,1
2017-04-11,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-04-11,"Total",2,0,0,0,0,0,0,1,0,2
2017-04-12,"Dismissed/Withdrawn/Etc",0,0,3,0,0,0,0,0,0,4
2017-04-12,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-04-12,"Guilty",0,0,9,0,0,1,1,0,1,7
2017-04-12,"Guilty Plea/Nolo",0,0,1,0,0,0,0,0,0,1
2017-04-12,"Not Guilty/Acquittal",0,0,0,0,0,0,0,1,0,0
2017-04-12,"Total",0,0,13,0,0,1,1,1,1,12
2017-04-13,"Dismissed/Withdrawn/Etc",0,0,8,0,0,0,1,0,1,0
2017-04-13,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-04-13,"Guilty",0,0,0,0,0,0,0,0,0,0
2017-04-13,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2017-04-13,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-04-13,"Total",0,0,8,0,0,0,1,0,1,0
2017-04-17,"Dismissed/Withdrawn/Etc",8,0,0,0,0,0,0,2,0,6
2017-04-17,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-04-17,"Guilty",3,0,2,0,0,0,5,0,0,5
2017-04-17,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,1,0
2017-04-17,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-04-17,"Total",11,0,2,0,0,0,5,2,1,11
2017-04-18,"Dismissed/Withdrawn/Etc",6,0,0,0,0,0,2,1,4,5
2017-04-18,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-04-18,"Guilty",3,0,3,0,0,0,1,1,2,6
2017-04-18,"Guilty Plea/Nolo",0,0,0,0,0,0,1,0,0,1
2017-04-18,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-04-18,"Total",9,0,3,0,0,0,4,2,6,12
2017-04-19,"Dismissed/Withdrawn/Etc",3,0,4,0,0,0,1,0,0,1
2017-04-19,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-04-19,"Guilty",0,0,7,0,0,1,3,0,1,6
2017-04-19,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,4
2017-04-19,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-04-19,"Total",3,0,11,0,0,1,4,0,1,11
2017-04-20,"Dismissed/Withdrawn/Etc",5,0,0,0,0,0,0,0,0,4
2017-04-20,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-04-20,"Guilty",0,0,12,0,0,0,5,2,4,12
2017-04-20,"Guilty Plea/Nolo",0,0,0,0,1,0,0,0,0,0
2017-04-20,"Not Guilty/Acquittal",0,0,0,0,0,0,3,0,0,5
2017-04-20,"Total",5,0,12,0,1,0,8,2,4,21
2017-04-21,"Dismissed/Withdrawn/Etc",7,0,1,0,0,0,1,0,2,4
2017-04-21,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-04-21,"Guilty",0,0,12,0,0,0,0,1,0,4
2017-04-21,"Guilty Plea/Nolo",2,0,0,0,0,0,1,0,0,0
2017-04-21,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-04-21,"Total",9,0,13,0,0,0,2,1,2,8
2017-04-22,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0
2017-04-22,"Diversion",29,0,11,1,3,3,10,13,2,27
2017-04-22,"Guilty",0,0,0,0,0,0,0,0,0,0
2017-04-22,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2017-04-22,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-04-22,"Total",29,0,11,1,3,3,10,13,2,27
2017-04-24,"Dismissed/Withdrawn/Etc",5,0,1,0,0,0,0,2,0,2
2017-04-24,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-04-24,"Guilty",0,0,19,0,0,0,3,4,1,13
2017-04-24,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2017-04-24,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-04-24,"Total",5,0,20,0,0,0,3,6,1,15
2017-04-25,"Dismissed/Withdrawn/Etc",9,1,0,0,0,1,0,0,0,2
2017-04-25,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-04-25,"Guilty",1,0,11,0,4,2,3,0,4,17
2017-04-25,"Guilty Plea/Nolo",0,0,1,0,0,0,0,0,0,0
2017-04-25,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-04-25,"Total",10,1,12,0,4,3,3,0,4,19
2017-04-26,"Dismissed/Withdrawn/Etc",8,0,0,0,0,0,0,0,0,1
2017-04-26,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-04-26,"Guilty",0,0,5,0,0,0,4,2,0,7
2017-04-26,"Guilty Plea/Nolo",0,0,2,0,0,0,0,0,1,3
2017-04-26,"Not Guilty/Acquittal",0,0,1,0,0,0,0,0,0,1
2017-04-26,"Total",8,0,8,0,0,0,4,2,1,12
2017-04-27,"Dismissed/Withdrawn/Etc",6,0,0,0,0,0,0,0,0,2
2017-04-27,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-04-27,"Guilty",0,0,11,0,0,1,5,3,0,13
2017-04-27,"Guilty Plea/Nolo",0,0,0,0,0,0,0,1,1,0
2017-04-27,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-04-27,"Total",6,0,11,0,0,1,5,4,1,15
2017-04-28,"Dismissed/Withdrawn/Etc",3,0,0,0,0,0,1,0,0,4
2017-04-28,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-04-28,"Guilty",0,0,6,0,0,2,2,0,0,15
2017-04-28,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2017-04-28,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-04-28,"Total",3,0,6,0,0,2,3,0,0,19
2017-05-01,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0
2017-05-01,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-05-01,"Guilty",0,0,0,0,0,0,0,0,0,0
2017-05-01,"Guilty Plea/Nolo",0,0,1,0,0,0,0,1,0,2
2017-05-01,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-05-01,"Total",0,0,1,0,0,0,0,1,0,2
2017-05-02,"Dismissed/Withdrawn/Etc",3,0,2,0,0,0,1,0,1,4
2017-05-02,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-05-02,"Guilty",0,0,0,0,0,0,0,0,0,0
2017-05-02,"Guilty Plea/Nolo",1,0,0,0,0,0,0,0,0,1
2017-05-02,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-05-02,"Total",4,0,2,0,0,0,1,0,1,5
2017-05-03,"Dismissed/Withdrawn/Etc",4,0,0,0,0,0,3,1,0,2
2017-05-03,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-05-03,"Guilty",0,0,0,0,0,0,0,0,0,0
2017-05-03,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,4
2017-05-03,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,2
2017-05-03,"Total",4,0,0,0,0,0,3,1,0,8
2017-05-04,"Dismissed/Withdrawn/Etc",2,0,0,0,0,0,0,0,0,0
2017-05-04,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-05-04,"Guilty",0,0,0,0,0,0,0,0,0,0
2017-05-04,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2017-05-04,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-05-04,"Total",2,0,0,0,0,0,0,0,0,0
2017-05-05,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,2,0,0,0
2017-05-05,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-05-05,"Guilty",0,0,0,0,0,0,0,0,1,0
2017-05-05,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
2017-05-05,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-05-05,"Total",0,0,0,0,0,0,2,0,1,0
2017-05-08,"Dismissed/Withdrawn/Etc",2,0,0,0,0,0,0,0,0,2
2017-05-08,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-05-08,"Guilty",0,0,0,0,0,0,0,0,0,0
2017-05-08,"Guilty Plea/Nolo",0,0,0,0,0,1,1,1,1,2
2017-05-08,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0
2017-05-08,"Total",2,0,0,0,0,1,1,1,1,4
2017-05-09,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,1
2017-05-09,"Diversion",0,0,0,0,0,0,0,0,0,0
2017-05-09,"Guilty",0,0,0,0,0,0,0,0,0,0
2017-05-09,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0
